"TIME","GEO","AGE","SEX","INDIC_IL","UNIT","Value","Flag and Footnotes"
"2013","Spain","Less than 16 years","Total","Median equivalised net income","Euro","11,959",""
"2013","Spain","Less than 16 years","Total","Median equivalised net income","National currency","11,959",""
"2013","Spain","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,601",""
"2013","Spain","From 16 to 24 years","Total","Median equivalised net income","Euro","11,534",""
"2013","Spain","From 16 to 24 years","Total","Median equivalised net income","National currency","11,534",""
"2013","Spain","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,153",""
"2013","Spain","From 16 to 64 years","Total","Median equivalised net income","Euro","13,840",""
"2013","Spain","From 16 to 64 years","Total","Median equivalised net income","National currency","13,840",""
"2013","Spain","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,584",""
"2013","Spain","16 years or over","Total","Median equivalised net income","Euro","13,762",""
"2013","Spain","16 years or over","Total","Median equivalised net income","National currency","13,762",""
"2013","Spain","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","14,501",""
"2013","Spain","Less than 18 years","Total","Median equivalised net income","Euro","11,789",""
"2013","Spain","Less than 18 years","Total","Median equivalised net income","National currency","11,789",""
"2013","Spain","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,422",""
"2013","Spain","From 18 to 24 years","Total","Median equivalised net income","Euro","11,830",""
"2013","Spain","From 18 to 24 years","Total","Median equivalised net income","National currency","11,830",""
"2013","Spain","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,466",""
"2013","Spain","From 18 to 64 years","Total","Median equivalised net income","Euro","14,011",""
"2013","Spain","From 18 to 64 years","Total","Median equivalised net income","National currency","14,011",""
"2013","Spain","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,763",""
"2013","Spain","18 years or over","Total","Median equivalised net income","Euro","13,883",""
"2013","Spain","18 years or over","Total","Median equivalised net income","National currency","13,883",""
"2013","Spain","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","14,628",""
"2013","Spain","From 25 to 49 years","Total","Median equivalised net income","Euro","13,905",""
"2013","Spain","From 25 to 49 years","Total","Median equivalised net income","National currency","13,905",""
"2013","Spain","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,652",""
"2013","Spain","From 25 to 54 years","Total","Median equivalised net income","Euro","13,995",""
"2013","Spain","From 25 to 54 years","Total","Median equivalised net income","National currency","13,995",""
"2013","Spain","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,747",""
"2013","Spain","From 50 to 64 years","Total","Median equivalised net income","Euro","15,329",""
"2013","Spain","From 50 to 64 years","Total","Median equivalised net income","National currency","15,329",""
"2013","Spain","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,153",""
"2013","Spain","From 55 to 64 years","Total","Median equivalised net income","Euro","15,712",""
"2013","Spain","From 55 to 64 years","Total","Median equivalised net income","National currency","15,712",""
"2013","Spain","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,556",""
"2013","Spain","Less than 60 years","Total","Median equivalised net income","Euro","13,433",""
"2013","Spain","Less than 60 years","Total","Median equivalised net income","National currency","13,433",""
"2013","Spain","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,154",""
"2013","Spain","60 years or over","Total","Median equivalised net income","Euro","13,963",""
"2013","Spain","60 years or over","Total","Median equivalised net income","National currency","13,963",""
"2013","Spain","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","14,713",""
"2013","Spain","Less than 65 years","Total","Median equivalised net income","Euro","13,523",""
"2013","Spain","Less than 65 years","Total","Median equivalised net income","National currency","13,523",""
"2013","Spain","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,250",""
"2013","Spain","From 65 to 74 years","Total","Median equivalised net income","Euro",":",""
"2013","Spain","From 65 to 74 years","Total","Median equivalised net income","National currency",":",""
"2013","Spain","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Spain","65 years or over","Total","Median equivalised net income","Euro","13,527",""
"2013","Spain","65 years or over","Total","Median equivalised net income","National currency","13,527",""
"2013","Spain","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","14,254",""
"2013","Spain","Less than 75 years","Total","Median equivalised net income","Euro","13,618",""
"2013","Spain","Less than 75 years","Total","Median equivalised net income","National currency","13,618",""
"2013","Spain","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,350",""
"2013","Spain","75 years or over","Total","Median equivalised net income","Euro","12,693",""
"2013","Spain","75 years or over","Total","Median equivalised net income","National currency","12,693",""
"2013","Spain","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","13,375",""
"2013","France","Total","Total","Median equivalised net income","Euro","20,924",""
"2013","France","Total","Total","Median equivalised net income","National currency","20,924",""
"2013","France","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","19,193",""
"2013","France","Less than 6 years","Total","Median equivalised net income","Euro","20,284",""
"2013","France","Less than 6 years","Total","Median equivalised net income","National currency","20,284",""
"2013","France","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,607",""
"2013","France","From 6 to 10 years","Total","Median equivalised net income","Euro",":",""
"2013","France","From 6 to 10 years","Total","Median equivalised net income","National currency",":",""
"2013","France","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","France","From 6 to 11 years","Total","Median equivalised net income","Euro","19,407",""
"2013","France","From 6 to 11 years","Total","Median equivalised net income","National currency","19,407",""
"2013","France","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,802",""
"2013","France","From 11 to 15 years","Total","Median equivalised net income","Euro",":",""
"2013","France","From 11 to 15 years","Total","Median equivalised net income","National currency",":",""
"2013","France","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","France","From 12 to 17 years","Total","Median equivalised net income","Euro","18,452",""
"2013","France","From 12 to 17 years","Total","Median equivalised net income","National currency","18,452",""
"2013","France","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,926",""
"2013","France","Less than 16 years","Total","Median equivalised net income","Euro","19,529",""
"2013","France","Less than 16 years","Total","Median equivalised net income","National currency","19,529",""
"2013","France","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,914",""
"2013","France","From 16 to 24 years","Total","Median equivalised net income","Euro","18,365",""
"2013","France","From 16 to 24 years","Total","Median equivalised net income","National currency","18,365",""
"2013","France","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,846",""
"2013","France","From 16 to 64 years","Total","Median equivalised net income","Euro","21,196",""
"2013","France","From 16 to 64 years","Total","Median equivalised net income","National currency","21,196",""
"2013","France","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,443",""
"2013","France","16 years or over","Total","Median equivalised net income","Euro","21,271",""
"2013","France","16 years or over","Total","Median equivalised net income","National currency","21,271",""
"2013","France","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","19,512",""
"2013","France","Less than 18 years","Total","Median equivalised net income","Euro","19,354",""
"2013","France","Less than 18 years","Total","Median equivalised net income","National currency","19,354",""
"2013","France","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,753",""
"2013","France","From 18 to 24 years","Total","Median equivalised net income","Euro","18,462",""
"2013","France","From 18 to 24 years","Total","Median equivalised net income","National currency","18,462",""
"2013","France","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,935",""
"2013","France","From 18 to 64 years","Total","Median equivalised net income","Euro","21,300",""
"2013","France","From 18 to 64 years","Total","Median equivalised net income","National currency","21,300",""
"2013","France","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,538",""
"2013","France","18 years or over","Total","Median equivalised net income","Euro","21,380",""
"2013","France","18 years or over","Total","Median equivalised net income","National currency","21,380",""
"2013","France","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","19,612",""
"2013","France","From 25 to 49 years","Total","Median equivalised net income","Euro","21,196",""
"2013","France","From 25 to 49 years","Total","Median equivalised net income","National currency","21,196",""
"2013","France","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,443",""
"2013","France","From 25 to 54 years","Total","Median equivalised net income","Euro","21,411",""
"2013","France","From 25 to 54 years","Total","Median equivalised net income","National currency","21,411",""
"2013","France","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,640",""
"2013","France","From 50 to 64 years","Total","Median equivalised net income","Euro","23,556",""
"2013","France","From 50 to 64 years","Total","Median equivalised net income","National currency","23,556",""
"2013","France","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","21,608",""
"2013","France","From 55 to 64 years","Total","Median equivalised net income","Euro","23,716",""
"2013","France","From 55 to 64 years","Total","Median equivalised net income","National currency","23,716",""
"2013","France","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","21,754",""
"2013","France","Less than 60 years","Total","Median equivalised net income","Euro","20,628",""
"2013","France","Less than 60 years","Total","Median equivalised net income","National currency","20,628",""
"2013","France","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,922",""
"2013","France","60 years or over","Total","Median equivalised net income","Euro","22,003",""
"2013","France","60 years or over","Total","Median equivalised net income","National currency","22,003",""
"2013","France","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","20,183",""
"2013","France","Less than 65 years","Total","Median equivalised net income","Euro","20,830",""
"2013","France","Less than 65 years","Total","Median equivalised net income","National currency","20,830",""
"2013","France","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,108",""
"2013","France","From 65 to 74 years","Total","Median equivalised net income","Euro",":",""
"2013","France","From 65 to 74 years","Total","Median equivalised net income","National currency",":",""
"2013","France","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","France","65 years or over","Total","Median equivalised net income","Euro","21,543",""
"2013","France","65 years or over","Total","Median equivalised net income","National currency","21,543",""
"2013","France","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","19,761",""
"2013","France","Less than 75 years","Total","Median equivalised net income","Euro","21,007",""
"2013","France","Less than 75 years","Total","Median equivalised net income","National currency","21,007",""
"2013","France","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,269",""
"2013","France","75 years or over","Total","Median equivalised net income","Euro","19,901",""
"2013","France","75 years or over","Total","Median equivalised net income","National currency","19,901",""
"2013","France","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","18,255",""
"2013","Croatia","Total","Total","Median equivalised net income","Euro","5,078",""
"2013","Croatia","Total","Total","Median equivalised net income","National currency","38,194",""
"2013","Croatia","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","7,414",""
"2013","Croatia","Less than 6 years","Total","Median equivalised net income","Euro","5,034",""
"2013","Croatia","Less than 6 years","Total","Median equivalised net income","National currency","37,861",""
"2013","Croatia","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,349",""
"2013","Croatia","From 6 to 10 years","Total","Median equivalised net income","Euro",":",""
"2013","Croatia","From 6 to 10 years","Total","Median equivalised net income","National currency",":",""
"2013","Croatia","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Croatia","From 6 to 11 years","Total","Median equivalised net income","Euro","4,831",""
"2013","Croatia","From 6 to 11 years","Total","Median equivalised net income","National currency","36,336",""
"2013","Croatia","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,053",""
"2013","Croatia","From 11 to 15 years","Total","Median equivalised net income","Euro",":",""
"2013","Croatia","From 11 to 15 years","Total","Median equivalised net income","National currency",":",""
"2013","Croatia","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Croatia","From 12 to 17 years","Total","Median equivalised net income","Euro","4,528",""
"2013","Croatia","From 12 to 17 years","Total","Median equivalised net income","National currency","34,061",""
"2013","Croatia","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,611",""
"2013","Croatia","Less than 16 years","Total","Median equivalised net income","Euro","4,760",""
"2013","Croatia","Less than 16 years","Total","Median equivalised net income","National currency","35,800",""
"2013","Croatia","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,949",""
"2013","Croatia","From 16 to 24 years","Total","Median equivalised net income","Euro","4,673",""
"2013","Croatia","From 16 to 24 years","Total","Median equivalised net income","National currency","35,150",""
"2013","Croatia","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,823",""
"2013","Croatia","From 16 to 64 years","Total","Median equivalised net income","Euro","5,362",""
"2013","Croatia","From 16 to 64 years","Total","Median equivalised net income","National currency","40,333",""
"2013","Croatia","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,829",""
"2013","Croatia","16 years or over","Total","Median equivalised net income","Euro","5,148",""
"2013","Croatia","16 years or over","Total","Median equivalised net income","National currency","38,723",""
"2013","Croatia","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","7,516",""
"2013","Croatia","Less than 18 years","Total","Median equivalised net income","Euro","4,723",""
"2013","Croatia","Less than 18 years","Total","Median equivalised net income","National currency","35,524",""
"2013","Croatia","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,895",""
"2013","Croatia","From 18 to 24 years","Total","Median equivalised net income","Euro","4,734",""
"2013","Croatia","From 18 to 24 years","Total","Median equivalised net income","National currency","35,611",""
"2013","Croatia","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,912",""
"2013","Croatia","From 18 to 64 years","Total","Median equivalised net income","Euro","5,424",""
"2013","Croatia","From 18 to 64 years","Total","Median equivalised net income","National currency","40,800",""
"2013","Croatia","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,919",""
"2013","Croatia","18 years or over","Total","Median equivalised net income","Euro","5,185",""
"2013","Croatia","18 years or over","Total","Median equivalised net income","National currency","39,000",""
"2013","Croatia","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","7,570",""
"2013","Croatia","From 25 to 49 years","Total","Median equivalised net income","Euro","5,582",""
"2013","Croatia","From 25 to 49 years","Total","Median equivalised net income","National currency","41,989",""
"2013","Croatia","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,150",""
"2013","Croatia","From 25 to 54 years","Total","Median equivalised net income","Euro","5,576",""
"2013","Croatia","From 25 to 54 years","Total","Median equivalised net income","National currency","41,941",""
"2013","Croatia","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,141",""
"2013","Croatia","From 50 to 64 years","Total","Median equivalised net income","Euro","5,458",""
"2013","Croatia","From 50 to 64 years","Total","Median equivalised net income","National currency","41,052",""
"2013","Croatia","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,968",""
"2013","Croatia","From 55 to 64 years","Total","Median equivalised net income","Euro","5,424",""
"2013","Croatia","From 55 to 64 years","Total","Median equivalised net income","National currency","40,800",""
"2013","Croatia","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,919",""
"2013","Croatia","Less than 60 years","Total","Median equivalised net income","Euro","5,190",""
"2013","Croatia","Less than 60 years","Total","Median equivalised net income","National currency","39,040",""
"2013","Croatia","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,578",""
"2013","Croatia","60 years or over","Total","Median equivalised net income","Euro","4,786",""
"2013","Croatia","60 years or over","Total","Median equivalised net income","National currency","36,000",""
"2013","Croatia","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","6,988",""
"2013","Croatia","Less than 65 years","Total","Median equivalised net income","Euro","5,199",""
"2013","Croatia","Less than 65 years","Total","Median equivalised net income","National currency","39,105",""
"2013","Croatia","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,590",""
"2013","Croatia","From 65 to 74 years","Total","Median equivalised net income","Euro",":",""
"2013","Croatia","From 65 to 74 years","Total","Median equivalised net income","National currency",":",""
"2013","Croatia","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Croatia","65 years or over","Total","Median equivalised net income","Euro","4,573",""
"2013","Croatia","65 years or over","Total","Median equivalised net income","National currency","34,400",""
"2013","Croatia","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","6,677",""
"2013","Croatia","Less than 75 years","Total","Median equivalised net income","Euro","5,169",""
"2013","Croatia","Less than 75 years","Total","Median equivalised net income","National currency","38,880",""
"2013","Croatia","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,547",""
"2013","Croatia","75 years or over","Total","Median equivalised net income","Euro","4,148",""
"2013","Croatia","75 years or over","Total","Median equivalised net income","National currency","31,200",""
"2013","Croatia","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","6,056",""
"2013","Italy","Total","Total","Median equivalised net income","Euro","15,733",""
"2013","Italy","Total","Total","Median equivalised net income","National currency","15,733",""
"2013","Italy","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","15,315",""
"2013","Italy","Less than 6 years","Total","Median equivalised net income","Euro","14,822",""
"2013","Italy","Less than 6 years","Total","Median equivalised net income","National currency","14,822",""
"2013","Italy","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,428",""
"2013","Italy","From 6 to 10 years","Total","Median equivalised net income","Euro",":",""
"2013","Italy","From 6 to 10 years","Total","Median equivalised net income","National currency",":",""
"2013","Italy","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Italy","From 6 to 11 years","Total","Median equivalised net income","Euro","14,176",""
"2013","Italy","From 6 to 11 years","Total","Median equivalised net income","National currency","14,176",""
"2013","Italy","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,799",""
"2013","Italy","From 11 to 15 years","Total","Median equivalised net income","Euro",":",""
"2013","Italy","From 11 to 15 years","Total","Median equivalised net income","National currency",":",""
"2013","Italy","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Italy","From 12 to 17 years","Total","Median equivalised net income","Euro","12,625",""
"2013","Italy","From 12 to 17 years","Total","Median equivalised net income","National currency","12,625",""
"2013","Italy","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,289",""
"2013","Italy","Less than 16 years","Total","Median equivalised net income","Euro","13,893",""
"2013","Italy","Less than 16 years","Total","Median equivalised net income","National currency","13,893",""
"2013","Italy","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,523",""
"2013","Italy","From 16 to 24 years","Total","Median equivalised net income","Euro","14,170",""
"2013","Italy","From 16 to 24 years","Total","Median equivalised net income","National currency","14,170",""
"2013","Italy","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,793",""
"2013","Italy","From 16 to 64 years","Total","Median equivalised net income","Euro","16,252",""
"2013","Italy","From 16 to 64 years","Total","Median equivalised net income","National currency","16,252",""
"2013","Italy","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,820",""
"2013","Italy","16 years or over","Total","Median equivalised net income","Euro","16,041",""
"2013","Italy","16 years or over","Total","Median equivalised net income","National currency","16,041",""
"2013","Italy","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","15,615",""
"2013","Italy","Less than 18 years","Total","Median equivalised net income","Euro","13,700",""
"2013","Italy","Less than 18 years","Total","Median equivalised net income","National currency","13,700",""
"2013","Italy","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,336",""
"2013","Italy","From 18 to 24 years","Total","Median equivalised net income","Euro","14,724",""
"2013","Italy","From 18 to 24 years","Total","Median equivalised net income","National currency","14,724",""
"2013","Italy","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,333",""
"2013","Italy","From 18 to 64 years","Total","Median equivalised net income","Euro","16,413",""
"2013","Italy","From 18 to 64 years","Total","Median equivalised net income","National currency","16,413",""
"2013","Italy","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,977",""
"2013","Italy","18 years or over","Total","Median equivalised net income","Euro","16,112",""
"2013","Italy","18 years or over","Total","Median equivalised net income","National currency","16,112",""
"2013","Italy","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","15,684",""
"2013","Italy","From 25 to 49 years","Total","Median equivalised net income","Euro","16,172",""
"2013","Italy","From 25 to 49 years","Total","Median equivalised net income","National currency","16,172",""
"2013","Italy","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,742",""
"2013","Italy","From 25 to 54 years","Total","Median equivalised net income","Euro","16,273",""
"2013","Italy","From 25 to 54 years","Total","Median equivalised net income","National currency","16,273",""
"2013","Italy","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,841",""
"2013","Italy","From 50 to 64 years","Total","Median equivalised net income","Euro","17,395",""
"2013","Italy","From 50 to 64 years","Total","Median equivalised net income","National currency","17,395",""
"2013","Italy","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,932",""
"2013","Italy","From 55 to 64 years","Total","Median equivalised net income","Euro","17,690",""
"2013","Italy","From 55 to 64 years","Total","Median equivalised net income","National currency","17,690",""
"2013","Italy","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,219",""
"2013","Italy","Less than 60 years","Total","Median equivalised net income","Euro","15,681",""
"2013","Italy","Less than 60 years","Total","Median equivalised net income","National currency","15,681",""
"2013","Italy","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,264",""
"2013","Italy","60 years or over","Total","Median equivalised net income","Euro","15,906",""
"2013","Italy","60 years or over","Total","Median equivalised net income","National currency","15,906",""
"2013","Italy","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","15,483",""
"2013","Italy","Less than 65 years","Total","Median equivalised net income","Euro","15,851",""
"2013","Italy","Less than 65 years","Total","Median equivalised net income","National currency","15,851",""
"2013","Italy","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,429",""
"2013","Italy","From 65 to 74 years","Total","Median equivalised net income","Euro",":",""
"2013","Italy","From 65 to 74 years","Total","Median equivalised net income","National currency",":",""
"2013","Italy","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Italy","65 years or over","Total","Median equivalised net income","Euro","15,392",""
"2013","Italy","65 years or over","Total","Median equivalised net income","National currency","15,392",""
"2013","Italy","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","14,983",""
"2013","Italy","Less than 75 years","Total","Median equivalised net income","Euro","15,892",""
"2013","Italy","Less than 75 years","Total","Median equivalised net income","National currency","15,892",""
"2013","Italy","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,469",""
"2013","Italy","75 years or over","Total","Median equivalised net income","Euro","14,865",""
"2013","Italy","75 years or over","Total","Median equivalised net income","National currency","14,865",""
"2013","Italy","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","14,470",""
"2013","Cyprus","Total","Total","Median equivalised net income","Euro","15,873",""
"2013","Cyprus","Total","Total","Median equivalised net income","National currency","15,873",""
"2013","Cyprus","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","17,165",""
"2013","Cyprus","Less than 6 years","Total","Median equivalised net income","Euro","16,621",""
"2013","Cyprus","Less than 6 years","Total","Median equivalised net income","National currency","16,621",""
"2013","Cyprus","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,973",""
"2013","Cyprus","From 6 to 10 years","Total","Median equivalised net income","Euro",":",""
"2013","Cyprus","From 6 to 10 years","Total","Median equivalised net income","National currency",":",""
"2013","Cyprus","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Cyprus","From 6 to 11 years","Total","Median equivalised net income","Euro","15,479",""
"2013","Cyprus","From 6 to 11 years","Total","Median equivalised net income","National currency","15,479",""
"2013","Cyprus","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,738",""
"2013","Cyprus","From 11 to 15 years","Total","Median equivalised net income","Euro",":",""
"2013","Cyprus","From 11 to 15 years","Total","Median equivalised net income","National currency",":",""
"2013","Cyprus","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Cyprus","From 12 to 17 years","Total","Median equivalised net income","Euro","14,654",""
"2013","Cyprus","From 12 to 17 years","Total","Median equivalised net income","National currency","14,654",""
"2013","Cyprus","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,846",""
"2013","Cyprus","Less than 16 years","Total","Median equivalised net income","Euro","15,706",""
"2013","Cyprus","Less than 16 years","Total","Median equivalised net income","National currency","15,706",""
"2013","Cyprus","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,984",""
"2013","Cyprus","From 16 to 24 years","Total","Median equivalised net income","Euro","14,541",""
"2013","Cyprus","From 16 to 24 years","Total","Median equivalised net income","National currency","14,541",""
"2013","Cyprus","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,724",""
"2013","Cyprus","From 16 to 64 years","Total","Median equivalised net income","Euro","16,500",""
"2013","Cyprus","From 16 to 64 years","Total","Median equivalised net income","National currency","16,500",""
"2013","Cyprus","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,842",""
"2013","Cyprus","16 years or over","Total","Median equivalised net income","Euro","15,938",""
"2013","Cyprus","16 years or over","Total","Median equivalised net income","National currency","15,938",""
"2013","Cyprus","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","17,235",""
"2013","Cyprus","Less than 18 years","Total","Median equivalised net income","Euro","15,475",""
"2013","Cyprus","Less than 18 years","Total","Median equivalised net income","National currency","15,475",""
"2013","Cyprus","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,734",""
"2013","Cyprus","From 18 to 24 years","Total","Median equivalised net income","Euro","14,541",""
"2013","Cyprus","From 18 to 24 years","Total","Median equivalised net income","National currency","14,541",""
"2013","Cyprus","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,724",""
"2013","Cyprus","From 18 to 64 years","Total","Median equivalised net income","Euro","16,621",""
"2013","Cyprus","From 18 to 64 years","Total","Median equivalised net income","National currency","16,621",""
"2013","Cyprus","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,973",""
"2013","Cyprus","18 years or over","Total","Median equivalised net income","Euro","15,978",""
"2013","Cyprus","18 years or over","Total","Median equivalised net income","National currency","15,978",""
"2013","Cyprus","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","17,278",""
"2013","Cyprus","From 25 to 49 years","Total","Median equivalised net income","Euro","16,669",""
"2013","Cyprus","From 25 to 49 years","Total","Median equivalised net income","National currency","16,669",""
"2013","Cyprus","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,025",""
"2013","Cyprus","From 25 to 54 years","Total","Median equivalised net income","Euro","16,858",""
"2013","Cyprus","From 25 to 54 years","Total","Median equivalised net income","National currency","16,858",""
"2013","Cyprus","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,230",""
"2013","Cyprus","From 50 to 64 years","Total","Median equivalised net income","Euro","18,058",""
"2013","Cyprus","From 50 to 64 years","Total","Median equivalised net income","National currency","18,058",""
"2013","Cyprus","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,527",""
"2013","Cyprus","From 55 to 64 years","Total","Median equivalised net income","Euro","18,258",""
